OJO NO USAR ESTE,referencias ,,,PEDIDO SUR ,PEDIDO NORTE,,INVENT SUR mar 21,INVENT NTE ,FECHA VCMTO,PRECIO COMPRA,     precio venta ,IVA,PRECIO MALTERO,%,VR PEDIDO 
LIMAS PRESERIE  # 31  en 6,,,,0,,Dentsplay Ramon ,,,,$44.625,$58.000,,,"0,30",$0
LIMAS PRESERIE  # 31  en 8,,,,0,,Dentsplay Ramon ,,,,$44.625,$58.000,,,"0,30",$0
LIMAS PRESERIE  # 31 en 10,,,,0,,Dentsplay Ramon ,,,,$44.625,$58.000,,,"0,30",$0
LIMAS PRESERIE  # 31 juego  6 - 8 - 10,,,,0,,Dentsplay Ramon ,,,,$44.625,$58.000,,,"0,30",$0
LIMAS PRESERIE M-ACCESS #06 en 21mm,,,,0,,Dentsplay Ramon ,,,,$23.145,$32.000,,$28.000,"0,38",$0
LIMAS PRESERIE M-ACCESS #06 en 25mm ,,,,0,,Dentsplay Ramon ,,,,$23.145,$32.000,,$28.000,"0,38",$0
LIMAS PRESERIE M-ACCESS #06 en 31mm,,,,0,,Dentsplay Ramon ,,,,$23.145,$32.000,,$28.000,"0,38",$0
LIMAS PRESERIE M-ACCESS #08 en 21mm,,,,0,,Dentsplay Ramon ,,,,$23.145,$32.000,,$28.000,"0,38",$0
LIMAS PRESERIE M-ACCESS #08 en 25mm,,,,0,,Dentsplay Ramon ,,,,$23.145,$32.000,,$28.000,"0,38",$0
LIMAS PRESERIE M-ACCESS #08 en 31mm,,,,0,,Dentsplay Ramon ,,,,$23.145,$32.000,,$28.000,"0,38",$0
LIMAS PRESERIE M-ACCESS #10 en 21mm ,,,,0,,Dentsplay Ramon ,,,,$23.145,$32.000,,$28.000,"0,38",$0
LIMAS PRESERIE M-ACCESS #10 en 25mm ,,Endo kit 23,,0,,Dentsplay Ramon ,,,,$23.145,$32.000,,$28.000,"0,38",$0
LIMAS PRESERIE M-ACCESS #10 en 31mm,,,,0,,Dentsplay Ramon ,,,,$23.145,$32.000,,$28.000,"0,38",$0
LIMAS PRESERIE M-ACCESS 21mm juego 06-08-10,,,,0,,Dentsplay Ramon ,,,,$23.145,$32.000,,$28.000,"0,38",$0
LIMAS PRESERIE M-ACCESS 25mm juego 06-08-10,,,,0,,Dentsplay Ramon ,,,,$23.145,$32.000,,$28.000,"0,38",$0
LIMAS PRESERIE M-ACCESS 31mm juego 06-08-10,,,,0,,Dentsplay Ramon ,,,,$23.145,$32.000,,$28.000,"0,38",$0
limas Pro Taper  dentsplay ,,,,0,,Dentsplay Ramon ,,,,$93.670,$125.000,,,"0,33",$0
limas wave one gold dentsplay,NO PEDIR,,,0,,Dentsplay Ramon ,,,,$169.244,$210.000,,,"0,24",$0
Limpiador de aparatos  para ortodoncia y protesis PROQUIDENT CAJA X 12 Sobres,,,,,,PROQUIDENT,,0,,$6.418,$10.000,,,"0,56",$0
Limpido para aseo desinfectante ,,,,0,0,D1,,0,,$2.000,$3.000,,,"0,50",$0
Liner hidroxido de calcio pasta pasta coltene protector pulpa,,,,0,0,ultradental ,,0,,$35.822,$48.000,exc,,"0,34",$0
LIQUIDO REVELADOR + FIJADOR OJO (NO VENDER SOLO),,,,0,0,aquiles / monica - jorge,,0,,$17.200,$25.000,,,"0,45",$0
llave ortodoncia por paquete,"importado $9402 // Daza $8,000 // Padilla $9,200 // Abraham $12,400",,,0,0,ABRAHAM padilla daza IMPORTADA,,revisar,,$9.200,$24.000,,$12.000,"1,61",$0
llave ortodoncia por unidad ,,,,0,0,ABRAHAM,,revisar,,$230,$1.000,,,"3,35",$0
Localizador de Apice,,,,,,importada,,,,$295.000,$490.000,,,"0,66",
loseta de vidrio X UNIDAD,AQUILES 2142,,,30,0,aquiles Bertulio,,40,,$2.200,$4.000,,,"0,82",$0
"Lupa 3,5 bio art ",promo $176.800 mayo/25,,,,176800,JULVIDENT,,2,,$208.000,$240.000,,$200.000,,
Lupa ajustable sin luz led alexiño,,,,0,0,importado,,1,, $192.089,$320.000,,,,
LUPAS VISOR CON  LED Y LENTES,,,,0,,CENTRO JOSE ,,,,$65.000,$95.000,,,"0,46",$0
LUXA CROWN ,,,,0,0,ABRAHAM ,,0,,,$615.000,,,,
LUXACORE,,,,0,0,ABRAHAM,,0,,$191.600,$239.000,,,"0,25",$0
macro modelo plastico,AQUILES $21932 / DYMA $23800 / Dentmark $25000,,PEDIR AQUILES,0,2,AQUILES DYMA,,2,,$21.932,$35.000,,,"0,60","43.863,40"
malla tarro METRO,,,,0,,CENTRO WASHINGTON,,,,$400,$5.600,,,"13,00",$0
MANDRIL 3M,,,,0,,RAMON importado,,,,$10.000,$40.000,,,"3,00",$0
mandril con Felpa de trapo,241019,aqulies $1440,,0,0,Masterdent AQUILES,,50,,$2.694,$5.000,,,"0,86",$0
MANDRIL CON FELPA TIPO PELUCHE / ALGODON,241018,w,,0,0,Masterdent AQUILES,,90,,$2.503,$5.000,,,"1,00",$0
MANDRIL CON FELPA TIPO PELUCHE CONTRANGULO PEQUEÑO,241018,w,,0,0,Masterdent AQUILES,,50,,$2.503,$5.000,,,"1,00",$0
MANDRIL DISCO SUPER SNAP CORTO,,,,0,0,MDS IMPORTADO,,20,,$16.500,$26.000,,,"0,58",$0
MANDRIL DISCO SUPER SNAP LARGO,,,,0,0,MDS IMPORTADO,,7,,$16.500,$26.000,,,"0,58",$0
mandril para snap max flex,,,,0,0,la muela ,,0,,$6.100,$12.000,,,"0,97",$0
MANDRIL PEQUEÑO CONTRA ANGULO,241021,IMPORT $625,,0,0,Masterdent IMPORTADO,,9,,$2.197,$4.000,,$3.000,"0,82",$0
MANDRIL PORTA DISCO CON REFUERZO GRANDE ,241022,IMPORT $945,,0,0,Masterdent IMPORTADO,,0,,$1.648,$4.000,,$3.000,"1,43",$0
Mango delgado SOLO instrumental basico Delta ,MHE1,BASICO,,0,,DELTA ,0,,,$22.329,$35.000,,,"0,57",$0
Mango GRUESO para espejo de DOBLE basico,MHC3,AGOTADO,,0,,DELTA ,0,,,$31.454,$55.000,,,"0,75",$0
Mango GRUESO para espejo de SENCILLO basico,MHE2,AGOTADO,,0,,DELTA ,0,,,$31.454,$55.000,,,"0,75",$0
MANGO PARA ESPEJO COLOR  NEGRO ,,,,0,0,CLAUDIA,,revisar,,$4.000,$10.000,,,"1,50",$0
MANGO PARA ESPEJO COLOR ROSADO ,,,,0,0,CLAUDIA,,revisar,,$4.000,$10.000,,,"1,50",$0
MANGUERA CANULA (CAUCHO ASPIRADOR 7X11 LATEX) COD 11508 X METRO ,,,,0,0,ALLERS,,0,,$7.687,$11.000,,,"0,43",$0
Marcador plastico caucho instrumental autoclavable ,IMPORT $7122 BRASIL SOCCI,,,0,0,SOCCIDENTALES CLAUDIA,,4,,$18.353,$38.000,,,"1,07",$0
matriz universal kit x 25 unidades,,,,0,0,soccidentales abraham importado,,0,,$75.030,$100.000,,,"0,33",$0
matriz universal kit x 50 unidades,,,,0,0,soccidentales abraham importado,,0,,$118.893,$145.000,,,"0,22",$0
Maxcem Kerr ,,,,0,0,Gabriel Velazquez pluss ,1,0,,$153.800,$195.000,,,"0,27",$0
Mecha Mechero,x,,,100,0,SUPER - jorge - aquiles,,50,,$252,$500,,,"0,98",$0
mechero de vidrio,aquiles $5000 jorge 3500,,buscar proveedor,0,,aquiles-monica - RAMON-upegui - jorge,,,,$5.653,$10.000,,,"0,77",$0
mechero en acero para alochol ,cristian $4300 ,,,0,,aquiles-monica - RAMON - jorge,,,,$6.426,$10.000,,,"0,56",$0
medidor de alginato ,DYMA $2380,,PEDIR? descuento,0,,ramon  DYMA,,,,$1.260,$3.500,,,"1,78",$0
medidor de KROMALGIN,,,,0,,RAMON,,,,$1,$3.000,,,"2.999,00",$0
MESA CAMPER PLASTICA,,,,,,BIO ART JULVIDENT,,0,,$67.200,$96.000,,,"0,43",
mesa de Coccion pedestal pines ceramicos,,,,0,0,aquiles,,,,$16.660,$23.000,19,,"0,38",$0
MESA O BANDEJA  DE CCOCCION ,,,,0,0,AQUILES ,,0,,$16.660,$23.000,,,"0,38",
METAL NPG LABORATORIO,DYMA ,,,0,,ramon  DYMA,,,,$5.508,$9.000,,,"0,63",$0
Mi Paste GC desensibilizante encia,,,,0,0,MASDENTAL,,0,,$48.900,$70.000,,,"0,43",$0
MI paste Plus GC,,,,,0,LA MUELA,,,,$90.375,$110.000,,$98.000,"0,22",
Micro Arenador ,PRMO MAYO 2025 $550000,,,,,JULVIDENT,,3,,$595.000,$720.000,,$640.000,"0,21",$0
MICROBRUSH micro aplicadores  X 100  Amarillo Azul Verde Morado Blanco ,NEW STETIC $8330 //  IMPORQ $6000 // DENT$5500,kit zafira,,16 amaillor 16 azul 16 morado 12 blanco 12 verde ,blanco 12 amarillo 12 fucsia 4,New Stetic IMPORQ  DTM,0,,,$7.616,$13.000,,$9.000,"0,71",#VALUE!
Micromotor Champion 3,,,,0,0,Masterdent,,0,,$488.913,$720.000,,,"0,47",$0
MICROMOTOR PARA LABORATORIO CON LAPIZ,,,,0,0,IMPORTADA,,1,,$239.400,$550.000,,,"1,30",$0
MICROMOTOR PARA LABORATORIO con pieza de baja ,,,,0,0,IMPORTADA,,0,,$291.000,$550.000,,,"0,89",$0
"MICROMOTOR PARA LABORATORIO Marathon  40,000 RPM",243002,,,0,0,Masterdent,,10,,$500.000,$580.000,,$570.000,"0,16",$0
Micromotor strong,,,,0,0,importado,,3,,,,,,,
"Micropunta negro, rojo ",,,,0,,CENTRO PAPELERIA,,,,$1,$1,,,"0,00",$0
Mini endoblock maillefer,,Endo kit 23,,0,5,Dentsplay Ramon ,,,,$87.999,$110.000,,$94.000,"0,25",$439.997
mini endoblock plastico economico,,,,0,0,Aquiles,,0,,$7.000,$12.000,,,"0,71",$0
MINI RUEDA DE TRAPO BEIGE,248003,,,0,0,Masterdent AQUILES,,30,,$952,$2.000,,,"1,10",$0
MISERIUM Enna resina IWS ESTETICA,,ALTA ESTETICA,,0,0,ABRAHAM,,0,,$206.700,$229.700,EXC,,"0,11",$0
"modelin resin 1,5 BISCO modelador de resina",promo $77.350 mayo/25,,,,,JULVIDENT bisco,174,3,05-2027,$87.000,$120.000,,$90.000,"0,38",$0
Modelo de ivorina FRASACO FG3 adulto,DYMA $95200,,PEDIR DYMA,0,15,JORGE DYMA,,11,,$96.000,$130.000,,$110.000,"0,35",$1.440.000
Modelo de ivorina PEDIATRICO,DYMA $95200,,PEDIR DYMA,0,15,JORGE DYMA,,0,,$96.000,$130.000,,,"0,35",$1.440.000
Modelo de yeso con dientes de ivorina Adulto Y-560,DYMA $41650,,PEDIR DYMA,0,15,Aquiles jorge DYMA,,5,,$45.000,$65.000,,$55.000,"0,44",$675.000
Modelo de yeso con dientes de ivorina MONTADO EN ARTICULADOR (PEDIATRICO Y ADULTO),,,,0,0,Aquiles jorge DYMA,,11,,,$78.000,,,#DIV/0!,$0
Modelo de yeso con dientes de ivorina pediatricos Y-PED,DYMA $41650,,PEDIR DYMA,0,10,Aquiles jorge DYMA,,0,,$45.000,$65.000,,,"0,44",$450.000
modelo patologico con implante # 1,,,,0,0,aquiles ,,0,,$97.580,$130.000,,,"0,33",$0
modelo patologico con implante # 3,,,,0,0,aquiles ,,0,,$97.580,$130.000,,,"0,33",$0
Modelo TIPO NISSI ARTICULADOR METALICO DM200,,,,0,0,JORGE DYMA,,0,,$202.300,$280.000,,$240.000,"0,38",$0
Modelo TIPO NISSI ARTICULADOR PLASTICO DM200G,,,,0,0,JORGE DYMA,,3,,$107.100,$160.000,,$145.000,"0,49",$0
Modelos de yeso desdentado edentulo,la u $3000 emiro $2700,,,0,0,MULTILAB dental la U,,19,,$3.000,$4.000,,,"0,33",$0
Modelos de yeso PKT ,la u $4000 emiro $3500,,,0,0,MULTILAB dental la U,,22,,$3.500,$6.000,,$4.500,"0,71",$0
Modelos de yeso PKT  con cavidad,la u $4000 emiro $3500,,,0,0,MULTILAB dental la U,,53,,$3.500,$6.000,,$4.500,,
Modelos de yeso PKT niño,la u $4000 emiro $3500,,,0,0,MULTILAB dental la U,,18,,$3.500,$6.000,,$4.500,"0,71",$0
Modelos de yeso ROSADO adulto,,,,0,0,MULTILAB dental la U,,0,,$3.500,$5.000,,,"0,43",$0
MOMIFAR 7ML MOMIFICANTE PULPAR X 7 ML EUFAR,,,,0,0,RAMON PRODONT EUFAR,,,01-2027,$9.620,$13.000,exc,,"0,35",$0
MOMIFICANTE PULPAR X 7 ML MOMICIDE,,,,0,0,RAMON PRODONT EUFAR,,,01-2027,$9.243,$12.000,exc,,"0,30",$0
"MOTOR ELECTRICO con pieza de mano 1.1 Y 1,5",,,,0,0,importado,,,, $1.279.200, $2.800.000,,,,
"MTA  1 Capsula Angelus 0,14g",,,,0,0,ABRAHAM ,,1,,$83.950,$105.000,,,"0,25",$0
MTA  FILLAPEX Angelus 12g,,,,0,0,ABRAHAM ,,1,,$116.100,$145.000,,,"0,25",$0
Mufla R 25,,,,0,0,Sneider,,0,,$79.730,$100.000,,,"0,25",$0
Mufla R 30,,,,0,0,Sneider,,13,,$75.000,$110.000,,$98.000,"0,47",$0
Muflas CAMPANA en bronce 2 depositos 1 Prensita,,,,0,0,Sneider,,3,,$69.020,$80.000,,,"0,16",$0
Muflas R 15 ,,,,0,0,Sneider,,0,,$57.120,$72.000,,,"0,26",$0
Muflas R 20,,,,0,0,Sneider,,0,,$65.450,$82.000,,,"0,25",$0
NASION COMPLETO WHIPMIX  NACIONAL ,,,,0,0,PORTILLO ,,revisar,,$70.000,$120.000,,,"0,71",$0
NASION COMPLETO WHIPMIX ORIGINAL ,,,,0,0,Biodentales,,,,$244.200,$290.000,,,"0,19",$0
New foil galon NOVAFOIL ,,,,,,new stetic,0,,,$95.081,$126.000,,,"0,33",$0
New foil x LITRO 1000CC ,,,,,,new stetic,0,,,$23.300,$35.000,,,"0,50",$0
New-foil  porcion ,,,,0,0,unidental ,,21,,$2.520,$5.000,,,"0,98",$0
NITIFLEX 25 MAILEFER,ramon $111.146,Endo kit 23,,,,Dentsplay Ramon ,,,,$120.499,$140.000,,,"0,16",$0
novacryl Flow 40gm A1,,,,,,New Stetic,0,1,10-2026,$23.562,$30.000,"1,19",$27.200,"0,27",$0
novacryl Flow 40gm A2,,,,,,New Stetic,0,0,,$23.562,$30.000,"1,19",$27.200,"0,27",$0
occlude,,,,0,0,ABRAHAM,,0,,$25.000,$42.000,,,"0,68",$0
Occlude aerosol,,,,0,0,ABRAHAM,,0,,$24.000,$42.000,,,"0,75",$0
Oclusor Dientes Ivorina,,,,0,,RAMON JORGE,,,,$55.000,$75.000,,,"0,36",$0
"Opalecense ENDO 35% no vital jeringa x 1,2gm","compre $79.820 gabriel velas $79,800 pluss $83.810",,,1,0,CLAUDIA pluss dent,0,1,,$87.100,$124.000,,,"0,42",$0
Opalustre ultradent pasta para microabrasión,pluss $90123 gabriel velasq $122967,,,0,0,Gabriel Vel pluss clau,2,2,,$112.867,$145.000,,,"0,28",$0
Optra stick palitos amarillos adhesivos 1 BLISTER,,,,,,masdental emma EURODENT,,1,,$93.000,$98.000,,$90.000,"0,05",$0
Optra stick palitos amarillos adhesivos CAJA X 3 BLISTER,,,,,,masdental emma EURODENT,,1,,$224.999,$280.000,,$260.000,"0,24",$0
optradam Ivoclar tela de caucho ,,,,0,0,masdental emma EURODENT,,,$9.427,$14.797,$18.000,,,"0,22",$0
Optragate Ivoclar  abreboca M - R,EMMA $11000  / GABRIEL VEL 11000  / RAMON $10800,,,0,0,masdental emma EURODENT,,35,03-2027,$11.000,$15.000,,$12.000,"0,36",$0
Optragate Ivoclar  abreboca S ,EMMA $11000  / GABRIEL VEL 11000  / RAMON $10800,,,0,0,masdental emma EURODENT,,40,07-2027,$11.000,$15.000,,$12.000,"0,36",$0
OPTRASCULP ECO ,,,,0,0,IMPORTADO,,2,,$19.460,$100.000,,,"4,14",$0
ORATEMP Resina Bisacrilica X67GR  A1,,,,0,0,SOCCIDENTALES,,1,,$201.520,$310.000,,,"0,54",$0
ORATEMP Resina Bisacrilica X67GR  BLEACH,,,No llego 14 AB,1,1,SOCCIDENTALES,,0,,$201.520,$310.000,,,"0,54",$201.520
organizador CAJA PIMPOLLO metalico color ,,,,0,0,IMPORTADA,,0,,$25.000,$45.000,,,"0,80",$0
organizador pasta redondo pimpollero fresero plastico,aquiles $11900,,,3,0,IMPORTADA aquiles,,7,,$14.875,$32.000,,,"1,15",$0
Oro EMPUJE 1gm,,,,0,0,unidental,,0,,$120.000,$150.000,,,"0,25",$0
Oro x  1 gramo,,,,0,0,DYMA ,,3,,$293.000,$360.000,,,"0,23",$0
Oro x  2 gramos,,,,0,0,ITALDEC ,,3,,$586.800,$690.000,,,"0,18",$0
Ortho organizer ,,,,0,0,gac,,,,$15.000,$20.000,,,"0,33",$0
orthocem resina ortodoncia FGM,antioq $45000 soccid $ 47000 plus $68000,,,0,0,FGM soccident,,,,$68.000,$85.000,EXC,,"0,25",$0
Orthodoncia brackets Mini Standar Royaldent,,,,0,,RAMON,,,,$5.800,$10.000,,,"0,72",$0
ortodoncia brackets MINI ROTH ECO,DAZA $4600 // PADILLA $4900 ORTHO PROF $4200,,,0,100,DAZA ABRAHAM PADILLA importada,,160,10-2025,$4.600,$15.000,,$8.000,"2,26",$460.000
ortodoncia brackets molar,,,,0,0,ortho professional,,,,$750,$2.000,,,,
"Ortodoncia Brackets p/molar cd roth 0,22 con hook",,,,0,0,DAZA,,0,,$10.000,$16.000,,,"0,60",$0
OVEROL,,BORRAR,,0,0,BIOSALUD,,0,,,$10.000,,,#DIV/0!,$0
Oxido de aluminio para microarenador 110 micras,"aquiles $0 / masdental $16,900",,,0,0,aquiles masdental ,,2,,$16.900,$28.000,,,,
Oxido de aluminio para microarenador 50 micras,aquiles$20000 masdental $22900,,,0,0,aquiles masdental ,,2,,$20.000,$28.000,,,,
Oxido de zinc 10g ,,,,,,RAMON PROQUIDENT PRODONT ,,18,1/4/2027 10/2026,$3.436,$7.000,,,"1,04",$0
PAD SUTURA TABLA ROSADA SILICONADA ,,,,0,0,DENTAL LA U ALLERS,0,0,,$29.000,$45.000,,,"0,55",$0
Palillo de seda dental flosstick  Niño,NO PEDIR,,,0,0,ZENDENT,,0,,$5.543,$9.000,,,"0,62",$0
Palillo Seda Flosstick Adulto ,proquident  x20 $3052 zendent x20 $9055,,,0,0,ZENDENT proquident,,5,,$5.543,$7.000,,,"0,26",$0
Papel Aluminio,,,,0,0,tropicali - limpiahogar,,1,,$6.000,$9.000,,,"0,50",$0
PAPEL CEFALOMETRICO x libro,,,,0,,RAMON,,,,$850,$1.500,,,"0,76",$0
papel de amianto,,,,0,0,Monica jorge,,1,,$8.400,$18.000,,,"1,14",$0
Papel de articular  cuadernillos delgado,,,,0,0,ABRAHAM,,0,,$3.769,$6.000,,,"0,59",$0
Papel de articular caja x 12 cuadernillos,muela $25126 aquiles 35000,,,0,,RAMON AQUILES la muela,,,,$3.203,$5.000,,,"0,56",$0
papel higienico PAQUETE 12,,,,0,0,D1,,0,,$1.000,$1.400,,,"0,40",$0
papel parafinado cerafinado mantequilla,,,,0,,centro ,,,,$500,$2.000,,,"3,00",$0
PAPEL PH ROLLO POR PORCION 10 CM,,,,0,0,ALLERS ,,0,,$1.767,$3.500,,,"0,98",$0
PAPEL PH ROLLO X 5 MT,,,,0,0,ALLERS ,,0,,$88.325,$110.000,,,"0,25",$0
PAPELERIA  cauchitos colores pequeños moña,,,,0,,CENTRO 40mil,,,,$6.722,$7.000,,,N/V,$0
PAPELERIA  Cinta  transparente para dispensador,,,,0,,CENTRO PAPELERIA,,,,$333,$4.000,,,N/V,$0
PAPELERIA  Cinta ancha transparente para cajas 48x40,,,,,,CENTRO PAPELERIA,,,,$3.900,$4.000,,,N/V,$0
PAPELERIA  Cinta de enmascarar 18x20,,,,0,,CENTRO PAPELERIA,,,,$3.900,$4.000,,,N/V,$0
PAPELERIA  Cinta de enmascarar 24x20,,,,0,,CENTRO PAPELERIA,,,,$3.900,$4.000,,,N/V,$0
PAPELERIA  Cinta de enmascarar gruesa ,,,,0,,CENTRO PAPELERIA,,,,$8.000,$9.000,,,N/V,$0
PAPELERIA  clic para hojas pequeno x caja ,,,,,,CENTRO PAPELERIA,,,,$1.200,$5.000,,,N/V,$0
PAPELERIA  lapiceros X CAJA  Bic ,,,,,,CENTRO PAPELERIA,,,,$583,$2.000,,,N/V,$0
PAPELERIA  Marcador borrable edding 361 azul rojo negro,,,,0,,CENTRO dollar city,,,,$2.300,$3.000,,,N/V,$0
"PAPELERIA  Marcador Resaltador naranja, amarillo",,,,0,,CENTRO PAPELERIA,,,,$2.202,$3.000,,,N/V,$0
"PAPELERIA  Marcador Sharpie negro, fucsia, verde",,,,0,,CENTRO PAPELERIA,,,,$3.094,$4.000,,,N/V,$0
PAPELERIA  para marcar carpeta colgante paquete,,,,0,,CENTRO PAPELERIA,,,,$1.000,$2.000,,,N/V,$0
PAPELERIA  Pega stick,,,,0,,CENTRO PAPELERIA,,,,$1.000,$2.000,,,N/V,$0
PAPELERIA  regla flexible linea azul ,,,,0,,CENTRO PAPELERIA,,,,$1.000,$2.000,,,N/V,$0
PAPELERIA  TIJERAS PEQUEÑA dolar city,,,,0,,CENTRO dollar city,,,,$1.000,$2.000,,,N/V,$0
PAPELERIA adhesivo para marcar 18X12 MM (SIMCARD),,,,0,,CENTRO PAPELERIA,,,,$2.269,$4.000,,,N/V,$0
PAPELERIA adhesivo para marcar 38x12 MM,,,,0,,CENTRO PAPELERIA,,,,$3.570,$4.000,,,N/V,$0
PAPELERIA adhesivo para marcar 69 x 35 MM (MARCAR CAJAS INSTRUMENTAL),,,,,,CENTRO PAPELERIA,,,,$3.570,$4.000,,,N/V,$0
PAPELERIA adhesivo para marcar 86X42 MM,,,,0,,CENTRO PAPELERIA,,,,$2.700,$4.000,,,N/V,$0
PAPELERIA AZ para archivar tamaño oficio,,,,0,,CENTRO PAPELERIA,,,,$1.000,$2.000,,,N/V,$0
PAPELERIA CARPETA COLGANTE 31.5  GANCHO 36 CM ,,,,0,,CENTRO PAPELERIA,,,,$1.000,$2.000,,,N/V,$0
PAPELERIA CARTULINA LEGAJADORA AMARILLA PAQUETE,,,,0,,CENTRO PAPELERIA,,,,$1.000,$2.000,,,N/V,$0
PAPELERIA CORRECTOR CINTA FABER CASTELL,,,,0,,CENTRO PAPELERIA,,,,$2.300,$3.000,,,N/V,$0
PAPELERIA Cuaderno pequeño de notas ,,,,0,,CENTRO PAPELERIA,,,,$1.300,$2.000,,,"0,54",$0
PAPELERIA DISPENSADOR DE CINTA ,,,,0,,CENTRO PAPELERIA,,,,$1.000,$2.000,,,N/V,$0
PAPELERIA FOLDER ARGOLLA GRANDE CUENTAS ,,,,0,,CENTRO PAPELERIA,,,,$1.000,$2.000,,,N/V,$0
PAPELERIA GRAPADORA,,,,0,0,,,3,,,,,,,
PAPELERIA HACER SELLO sin cancelado,,,,0,,CENTRO PAPELERIA,,,,$1.000,$2.000,,,N/V,$0
PAPELERIA LAPIZ,,,,0,,CENTRO PAPELERIA,,,,$1.000,$2.000,,,N/V,$0
PAPELERIA Refuerzo bolitas para hoja,,,,0,,CENTRO PAPELERIA,,,,$2.380,$2.000,,,N/V,$0
PAPELERIA REPUESTO HOJA credito #105 21X28 cm,,,,0,,CENTRO PAPELERIA,,,,$5.355,$2.000,,,N/V,$0
PAPELERIA Resma Papel,,,,0,,CENTRO PAPELERIA FERNEY,,,,$17.500,$20.000,,,N/V,$0
PAPELERIA SACAPUNTA,,,,0,,CENTRO HOYOSTOOL,,,,$1.000,$2.000,,,N/V,$0
para core  - paracore coltene,,,pedi nov 6,0,4,Ultradental ,,1,x VCMTO agosto/25 $350 ,$350.000,$590.000,EXC,,"0,69",$1.400.000
para core  - paracore coltene REPUESTO X 2 JERINGAS,,,,0,0,Ultradental ,,1,,$330.000,$590.000,EXC,,"0,79",$0
PARALELOMETRO MARATHON 103 CON KIT DE PUNTAS BK,,,,0,0,Masterdent,,0,,$928.000,$1.392.000,,,"0,50",$0
parapost-endodoncia,,,,0,0,ABRAHAM,,,,$6.500,$10.000,,,"0,54",$0
Pasta blanqueadora opalescence tootphast grande ,,,,0,0,Pluss Dent,0,0,,$46.925,$62.000,,,"0,32",$0
Pasta blanqueadora opalescence tootphast pequeña ,,,,0,0,Pluss Dent GAB VEL,0,0,,$15.366,$20.000,,,"0,30",$0
Pasta de Pulir verde zam barra 1/4,,,,,,mas dental ,,,,$23.300,$29.000,,,,
PASTA DIAMANTADA DIAMOND GLOS TDV,,,,0,,abraham - RAMON,,,,$63.780,$80.000,,,"0,25",$0
Pasta Diamantada FGM diamond excel ,antioq $33320 soccid $ 23000 promo 28560 plus $30464,,,0,0,FGM soccident,,,,$30.464,$48.000,,,"0,58",$0
PASTA DIAMANTADA UNIVERSAL MAQUIRA,,,,0,0,SOCCIDENTALES CLAUDIA,,1,,$28.644,$40.000,exc,$35.000,"0,40",$0
Pasta Profilactica (tutifruti - fresa) TUBO colapsible prodont,prodont 10144,,,12,0,PRODONT,,2,01-2027,$11.157,$16.000,,,"0,43",$0
Pasta Profilactica EUFAR TUBO colapsible Detarfar 50gm,"11525,15",, ,0,0,EUFAR ,,4,04-2028,$11.525,$14.000,,,"0,21",$0
Pasta Profilactica EUFAR TUBO DETARFAR GRANDE 345gm,,, ,0,0,EUFAR ,,4,03-2028,$30.875,$44.000,,,"0,43",$0
Pasta profilactica shine 90g tutty maquira,,,,0,0,SOCCIDENTALES,,0,,$8.000,$16.000,exc,,"1,00",$0
Pasta Profilactica(no tarro)solo TUBO colapsible proquident,,subio 10534,,,,PROQUIDENT,,16,02-2027,$10.534,$14.000,,,"0,33",$0
pasta zinquenolica GRANDE caja ,,,,0,0,marleny dentales ID - aquiles ,,5,08-2025,$52.400,$68.000,exc,,"0,30",$0
pasta zinquenolica KELL PAST,,,,0,0,MASDENTAL,,0,,,,,,#DIV/0!,$0
PASTA ZINQUENOLICA KELLYS PASTE GRANDE INDENTAL,,,,0,0,AQUILES ,,1,,$51.438,$70.000,,$58.000,,
pasta zinquenolica pequeña,,,22134,0,0,marleny dentales ID - aquiles ,,0,1/5/2025 07-2025,$16.200,$24.000,,$20.000,"0,48",$0
PATTERN RESIN LS GC DURALAY ,massdental $165000 la muela $148500,,,0,0,la muela MASDENTAL ,,1,,$149.900,$205.000,,,"0,37",$0
Peeso - PISO  1 ,Daza $8925,,,0,,abraham RAMON DAZA - IMPORTADA,,,,$8.400,$12.000,,,"0,43",$0
Peeso - PISO  2,Daza $8925,,,0,,abraham RAMON DAZA - IMPORTADA,,,,$8.400,$12.000,,,"0,43",$0
Peeso - PISO  3,Daza $8925,,,0,,abraham RAMON DAZA - IMPORTADA,,,,$8.400,$12.000,,,"0,43",$0
Pega Blanca,,,,0,0,papeleria,,1,,,,,,,
PEGANTE SUPERBONDER ,,,,0,,CENTRO 40mil hoyost,,,,$317,$600,,,"0,89",$0
PEGANTE SUPERpega astro tarrito grande,,,,0,,CENTRO 40mil hoyost,,,,,,,,,
PERA DE AIRE,,,,0,,RAMON,,,,$6.000,$9.000,,,"0,50",$0
perborato de sodio ,,,,0,0,PRODONT,,0,,$12.176,$16.000,,,"0,31",$0
Periostotomo Buser DELTA ,P/BUSER,,,0,,DELTA ,0,,,$124.192,$180.000,,,"0,45",$0
Periostotomo DELTA ,P - 15,,,0,,DELTA ,0,,,$112.901,$180.000,,,"0,59",$0
Periostotomo PAPAELA ALLEN DELTA ,PPAEL,,,0,,DELTA ,0,,,$136.612,$199.000,,,"0,46",$0
PIEDRA AZUL BALA GRANDE,241003,,,0,0,Masterdent,,66,,$400,$2.000,,,"4,00",$0
